name,IDs,stakeholder_categories,Contents,date
PD,@PdJv_888,,"RT @Utaro_Cambridge: ついにsiRNA薬のinclisiranが欧州で承認取得です！6ヶ月に1回の皮下投与でOKの薬剤です（最初の2回は3ヶ月毎）。

Novartis receives EU approval for Leqvio®* (inclisira…",2021-01-31T13:41:23+00:00
Saqr bin Abdullah⭕,@binAbdullh66,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T13:33:49+00:00
محمد البدارين,@bdran20201,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T13:31:25+00:00
مليح,@darwash12345678,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T13:29:36+00:00
Cardiology Bot,@BotCardiology,Spam,RT @CNCFCardio: #Cardiotwitter https://t.co/OeC9CXsNEI,2021-01-31T13:26:38+00:00
Eamon McCarron,@eamon_mccarron,,RT @fhpatienteurope: 📣Breaking news: #inclisiran used in @KardiologieWien  outside of clinical trials. #FindFH #cholesterol #CVD #heart! Wa…,2021-01-31T13:21:44+00:00
forjar,@forjar66,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T13:21:27+00:00
CNCFCardio,@CNCFCardio,Org. Advocacy,#Cardiotwitter,2021-01-31T13:20:33+00:00
Faisal.,@Faiisall_2,,@ALNEMERK دكتور هذا دواء جديد الكسترول inclisiran,2021-01-31T12:56:26+00:00
Mohd Bin Dhawi🇸🇦,@mohddhawi,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T12:55:40+00:00
Roro,@roro_517,,"RT @DrSafug: 📍 علاج آخر ممتاز للدهون ومتوفر 

الأخوة الذين تعرضوا لاضرار جانبية من الستاتين او لم يخفض الدهون عندهم هناك دواء أخر جديد موجو…",2021-01-31T12:22:09+00:00
(ابو زايد ),@aasa0335,,"RT @DrSafug: 📍 علاج آخر ممتاز للدهون ومتوفر 

الأخوة الذين تعرضوا لاضرار جانبية من الستاتين او لم يخفض الدهون عندهم هناك دواء أخر جديد موجو…",2021-01-31T12:06:53+00:00
Jojo,@Jtfk,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-31T12:03:51+00:00
Abdulaziz albadr | عبدالعزيز البدر,@0555555550,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T12:02:21+00:00
MUTAB⏳,@tm3355,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T11:52:22+00:00
عبدالرزاق بن سالم,@asthammar,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T11:45:00+00:00
شاكر الميزاني,@shaker77909,,"RT @DrSafug: 📍 علاج آخر ممتاز للدهون ومتوفر 

الأخوة الذين تعرضوا لاضرار جانبية من الستاتين او لم يخفض الدهون عندهم هناك دواء أخر جديد موجو…",2021-01-31T11:35:01+00:00
Amna Alshehhi,@AmnaAlshehhi4,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T11:32:24+00:00
🇸🇦وضوح /ام سلطان🇸🇦,@Dehen2627ood78,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T11:27:46+00:00
سلوووم باشا,@Saloom_Bashaa,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T11:23:31+00:00
محمد السويدي,@m7mdAlsuwaidi,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T11:17:25+00:00
alharbi,@06Alharbi,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T11:12:05+00:00
صبري نفذ,@yasser5432111,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T11:09:29+00:00
بو فهد,@uB_fahad,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T11:06:27+00:00
د/ سلطان فهيد التمياط Sultan Al Temyatt,@temyatt,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T11:04:35+00:00
faris,@faris055h,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:49:04+00:00
Majed M.Al-Khaldi(MBS)💚💚💚البدوي ماجد الخالدي,@MajedEDZ,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:48:40+00:00
حمد,@CYYHYGQT5WUWoTG,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:38:28+00:00
د.محمد علي سالم باوزير,@DrMBawazir_83,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:34:46+00:00
أ.د. عبدالقادر الفنتوخ,@fantookh,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:32:07+00:00
د. عيد قعدان العتيبي,@TOURISM_LODGING,,RT @alkhames: شركة الدواء Novartis تعتزم توزيع دواءها المتمثل بجرعتين سنويا لعلاج الكولسترول PCSK9 وله أسم علمي أخر  inclisiran قيمته من 36…,2021-01-31T10:23:29+00:00
Faisal.,@Faiisall_2,,@ALNEMERK دكتور خالد فيه حقنه تنزل الدهون والكليسترول ؟ inclisiran,2021-01-31T10:19:06+00:00
عبدالرحمن السويلم,@abd788,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:18:30+00:00
Gilbert Limen,@Gilbert__Limen,,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-31T10:17:39+00:00
ǺŀźǺΐИ11,@hasoona_11,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:17:28+00:00
Italo Kumamoto,@fikkumamoto,Doctor,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-31T10:16:50+00:00
محمد هجاج الشمري,@mohammad0hajaj,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:15:30+00:00
Abu NawaF,@abu_nawaf_5,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:13:40+00:00
Abdullah Omer,@mawladdawilah,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:13:06+00:00
Az,@abz595,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:11:45+00:00
Rommel _M66✌🏻🇸🇦,@robaen,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:09:33+00:00
العز نجد,@EOvftsbSSZPlkr2,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:05:59+00:00
H E L A L ❤️KSA❤️,@heeh510,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:04:57+00:00
AhMed🔇 𓄿𓉔𓅓𓂧,@Ahmedelganainy_,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:03:00+00:00
تميمي الخليج,@tamemealGulf,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:02:20+00:00
تميمي الخليج,@tamemealGulf,,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-31T10:01:51+00:00
عبد العزيز الخميس,@alkhames,Journalist/Media,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T10:01:44+00:00
عبد العزيز الخميس,@alkhames,Journalist/Media,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-31T10:01:30+00:00
Abdulaziz Alrayes,@Engalrayes,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T09:51:03+00:00
Abdullah ابو معاذ,@abomoath01,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T09:45:25+00:00
🇸🇦سعودي وطني 🇸🇦MBS🇸🇦💙,@wTwHOe86R1b4jIV,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T09:34:16+00:00
fahedqqq,@fahedqqq,,"RT @KardiologieWien: Today, at the Cardiology lipid clinic of @MedUni_Wien, the worldwide first dose of #Inclisiran, a novel cholesterol lo…",2021-01-31T09:31:22+00:00
Thamer Aljahany,@TAljahny,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T09:30:47+00:00
أمونه,@emanalifawaz,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T09:22:22+00:00
abuakrim,@abuakrim,,"RT @DrSafug: 📍 خبر عظيم جدًا لمرضى الدهون 

اليوم ، في عيادة الدهون والقلب، تم إعطاء الجرعة الأولى خارج الدراسة من علاج inclisiran كعامل جد…",2021-01-31T09:21:39+00:00
